date|code|pre_js|open|high|low|close|cur_js|zd_one|zd_two|cj_volume|cc_volume|zj_volume|cj_amount|DELTA|yhbdl|xql
2024-02-27|SA501C1480|347.50    |0.00      |0.00      |0.00      |0.00      |339.00    |-8.50     |-8.50     |0         |0         |0         |0.00        |0.7380    |34.22     |0                              
2024-02-27|SA501C1500|334.50    |0.00      |0.00      |0.00      |0.00      |326.50    |-8.00     |-8.00     |0         |0         |0         |0.00        |0.7235    |34.22     |0                              
2024-02-27|SA501C1520|322.00    |0.00      |0.00      |0.00      |0.00      |314.00    |-8.00     |-8.00     |0         |0         |0         |0.00        |0.7092    |34.22     |0                              
2024-02-27|SA501C1540|309.50    |0.00      |0.00      |0.00      |0.00      |302.00    |-7.50     |-7.50     |0         |0         |0         |0.00        |0.6945    |34.22     |0                              
2024-02-27|SA501C1560|298.50    |0.00      |0.00      |0.00      |0.00      |290.50    |-8.00     |-8.00     |0         |0         |0         |0.00        |0.6794    |34.22     |0                              
2024-02-27|SA501C1580|287.50    |0.00      |0.00      |0.00      |0.00      |279.50    |-8.00     |-8.00     |0         |0         |0         |0.00        |0.6643    |34.22     |0                              
2024-02-27|SA501C1600|276.50    |0.00      |0.00      |0.00      |0.00      |269.00    |-7.50     |-7.50     |0         |0         |0         |0.00        |0.6493    |34.22     |0                              
2024-02-27|SA501C1620|265.50    |0.00      |0.00      |0.00      |0.00      |258.00    |-7.50     |-7.50     |0         |0         |0         |0.00        |0.6343    |34.22     |0                              
2024-02-27|SA501C1640|254.50    |0.00      |0.00      |0.00      |0.00      |247.50    |-7.00     |-7.00     |0         |0         |0         |0.00        |0.6193    |34.22     |0                              
2024-02-27|SA501C1660|245.00    |0.00      |0.00      |0.00      |0.00      |238.00    |-7.00     |-7.00     |0         |0         |0         |0.00        |0.6041    |34.22     |0                              
2024-02-27|SA501C1680|235.50    |0.00      |0.00      |0.00      |0.00      |228.50    |-7.00     |-7.00     |0         |0         |0         |0.00        |0.5890    |34.22     |0                              
2024-02-27|SA501C1700|226.00    |0.00      |0.00      |0.00      |0.00      |219.50    |-6.50     |-6.50     |0         |0         |0         |0.00        |0.5740    |34.22     |0                              
2024-02-27|SA501C1720|216.50    |0.00      |0.00      |0.00      |0.00      |210.00    |-6.50     |-6.50     |0         |0         |0         |0.00        |0.5589    |34.22     |0                              
2024-02-27|SA501C1740|207.50    |0.00      |0.00      |0.00      |0.00      |201.00    |-6.50     |-6.50     |0         |0         |0         |0.00        |0.5441    |34.22     |0                              
2024-02-27|SA501C1760|199.00    |0.00      |0.00      |0.00      |0.00      |193.00    |-6.00     |-6.00     |0         |0         |0         |0.00        |0.5294    |34.22     |0                              
2024-02-27|SA501C1780|191.50    |0.00      |0.00      |0.00      |0.00      |185.50    |-6.00     |-6.00     |0         |0         |0         |0.00        |0.5149    |34.22     |0                              
2024-02-27|SA501C1800|183.50    |0.00      |0.00      |0.00      |0.00      |177.50    |-6.00     |-6.00     |0         |0         |0         |0.00        |0.5003    |34.22     |0                              
2024-02-27|SA501C1820|175.50    |0.00      |0.00      |0.00      |0.00      |169.50    |-6.00     |-6.00     |0         |0         |0         |0.00        |0.4858    |34.22     |0                              
2024-02-27|SA501C1840|168.00    |0.00      |0.00      |0.00      |0.00      |162.00    |-6.00     |-6.00     |0         |0         |0         |0.00        |0.4713    |34.22     |0                              
2024-02-27|SA501C1860|160.50    |0.00      |0.00      |0.00      |0.00      |155.50    |-5.00     |-5.00     |0         |0         |0         |0.00        |0.4577    |34.22     |0                              
2024-02-27|SA501C1880|154.00    |0.00      |0.00      |0.00      |0.00      |149.00    |-5.00     |-5.00     |0         |0         |0         |0.00        |0.4441    |34.22     |0                              
2024-02-27|SA501C1900|147.50    |0.00      |0.00      |0.00      |0.00      |142.50    |-5.00     |-5.00     |0         |0         |0         |0.00        |0.4306    |34.22     |0                              
2024-02-27|SA501C1920|141.50    |0.00      |0.00      |0.00      |0.00      |136.00    |-5.50     |-5.50     |0         |0         |0         |0.00        |0.4171    |34.22     |0                              
2024-02-27|SA501C1940|135.00    |0.00      |0.00      |0.00      |0.00      |130.00    |-5.00     |-5.00     |0         |0         |0         |0.00        |0.4037    |34.22     |0                              
2024-02-27|SA501C1960|128.50    |0.00      |0.00      |0.00      |0.00      |124.00    |-4.50     |-4.50     |0         |0         |0         |0.00        |0.3904    |34.22     |0                              
2024-02-27|SA501C1980|123.00    |0.00      |0.00      |0.00      |0.00      |118.50    |-4.50     |-4.50     |0         |0         |0         |0.00        |0.3783    |34.22     |0                              
2024-02-27|SA501C2000|118.00    |0.00      |0.00      |0.00      |0.00      |113.50    |-4.50     |-4.50     |0         |0         |0         |0.00        |0.3662    |34.22     |0                              
2024-02-27|SA501C2040|108.00    |0.00      |0.00      |0.00      |0.00      |103.50    |-4.50     |-4.50     |0         |0         |0         |0.00        |0.3421    |34.22     |0                              
2024-02-27|SA501P1480|89.00     |0.00      |0.00      |0.00      |0.00      |91.50     |2.50      |2.50      |0         |0         |0         |0.00        |-0.2463   |34.22     |0                              
2024-02-27|SA501P1500|96.00     |0.00      |0.00      |0.00      |0.00      |98.50     |2.50      |2.50      |0         |0         |0         |0.00        |-0.2604   |34.22     |0                              
2024-02-27|SA501P1520|103.00    |0.00      |0.00      |0.00      |0.00      |105.50    |2.50      |2.50      |0         |0         |0         |0.00        |-0.2744   |34.22     |0                              
2024-02-27|SA501P1540|110.50    |0.00      |0.00      |0.00      |0.00      |113.00    |2.50      |2.50      |0         |0         |0         |0.00        |-0.2888   |34.22     |0                              
2024-02-27|SA501P1560|118.50    |0.00      |0.00      |0.00      |0.00      |122.00    |3.50      |3.50      |0         |0         |0         |0.00        |-0.3035   |34.22     |0                              
2024-02-27|SA501P1580|127.50    |0.00      |0.00      |0.00      |0.00      |130.50    |3.00      |3.00      |0         |0         |0         |0.00        |-0.3183   |34.22     |0                              
2024-02-27|SA501P1600|136.00    |0.00      |0.00      |0.00      |0.00      |139.00    |3.00      |3.00      |0         |0         |0         |0.00        |-0.3331   |34.22     |0                              
2024-02-27|SA501P1620|144.50    |0.00      |0.00      |0.00      |0.00      |148.00    |3.50      |3.50      |0         |0         |0         |0.00        |-0.3480   |34.22     |0                              
2024-02-27|SA501P1640|153.50    |0.00      |0.00      |0.00      |0.00      |157.50    |4.00      |4.00      |0         |0         |0         |0.00        |-0.3629   |34.22     |0                              
2024-02-27|SA501P1660|163.50    |0.00      |0.00      |0.00      |0.00      |167.50    |4.00      |4.00      |0         |0         |0         |0.00        |-0.3779   |34.22     |0                              
2024-02-27|SA501P1680|173.50    |0.00      |0.00      |0.00      |0.00      |177.50    |4.00      |4.00      |0         |0         |0         |0.00        |-0.3928   |34.22     |0                              
2024-02-27|SA501P1700|184.00    |0.00      |0.00      |0.00      |0.00      |188.00    |4.00      |4.00      |0         |0         |0         |0.00        |-0.4079   |34.22     |0                              
2024-02-27|SA501P1720|194.00    |0.00      |0.00      |0.00      |0.00      |198.00    |4.00      |4.00      |0         |0         |0         |0.00        |-0.4229   |34.22     |0                              
2024-02-27|SA501P1740|204.50    |0.00      |0.00      |0.00      |0.00      |209.00    |4.50      |4.50      |0         |0         |0         |0.00        |-0.4378   |34.22     |0                              
2024-02-27|SA501P1760|216.00    |0.00      |0.00      |0.00      |0.00      |220.50    |4.50      |4.50      |0         |0         |0         |0.00        |-0.4524   |34.22     |0                              
2024-02-27|SA501P1780|227.50    |0.00      |0.00      |0.00      |0.00      |232.50    |5.00      |5.00      |0         |0         |0         |0.00        |-0.4670   |34.22     |0                              
2024-02-27|SA501P1800|239.50    |0.00      |0.00      |0.00      |0.00      |244.50    |5.00      |5.00      |0         |0         |0         |0.00        |-0.4816   |34.22     |0                              
2024-02-27|SA501P1820|251.00    |0.00      |0.00      |0.00      |0.00      |256.00    |5.00      |5.00      |0         |0         |0         |0.00        |-0.4963   |34.22     |0                              
2024-02-27|SA501P1840|263.00    |0.00      |0.00      |0.00      |0.00      |268.00    |5.00      |5.00      |0         |0         |0         |0.00        |-0.5110   |34.22     |0                              
2024-02-27|SA501P1860|275.50    |0.00      |0.00      |0.00      |0.00      |281.00    |5.50      |5.50      |0         |0         |0         |0.00        |-0.5247   |34.22     |0                              
2024-02-27|SA501P1880|288.50    |0.00      |0.00      |0.00      |0.00      |294.50    |6.00      |6.00      |0         |0         |0         |0.00        |-0.5384   |34.22     |0                              
2024-02-27|SA501P1900|302.00    |0.00      |0.00      |0.00      |0.00      |307.50    |5.50      |5.50      |0         |0         |0         |0.00        |-0.5521   |34.22     |0                              
2024-02-27|SA501P1920|315.00    |0.00      |0.00      |0.00      |0.00      |321.00    |6.00      |6.00      |0         |0         |0         |0.00        |-0.5658   |34.22     |0                              
